"ACTIVITY_ID","EXTERNAL_PERMIT_NMBR","VERSION_NMBR","FACILITY_TYPE_INDICATOR","PERMIT_TYPE_CODE","MAJOR_MINOR_STATUS_FLAG","PERMIT_STATUS_CODE","TOTAL_DESIGN_FLOW_NMBR","ACTUAL_AVERAGE_FLOW_NMBR","STATE_WATER_BODY","STATE_WATER_BODY_NAME","PERMIT_NAME","AGENCY_TYPE_CODE","ORIGINAL_ISSUE_DATE","ISSUE_DATE","ISSUING_AGENCY","EFFECTIVE_DATE","EXPIRATION_DATE","RETIREMENT_DATE","TERMINATION_DATE","PERMIT_COMP_STATUS_FLAG","RNC_TRACKING_FLAG","MASTER_EXTERNAL_PERMIT_NMBR","TMDL_INTERFACE_FLAG","EDMR_AUTHORIZATION_FLAG","PRETREATMENT_INDICATOR_CODE","RAD_WBD_HUC12S"
"3603541213","VTG910000","0",,"NGP",,"EFF",,,,,"DEWATERING REMEDIATION MASTER GENERAL PERMIT","EP6","08/02/2022","08/02/2022","US EPA Region 1","08/02/2022","08/01/2027",,,,"Y",,,"N",,
"3602879656","MWG870000","0",,"NGP",,"EFF",,,,,"Pesticide General Permit","EP6","10/31/2021","10/31/2021",,"10/31/2021","10/30/2026",,,,"Y",,,"N",,
"3603369481","ALG140000","0",,"NGP",,"EFF",,,,,,"ST6","10/01/2002","09/12/2022","State","10/01/2022","09/30/2027",,,,"Y",,,"N",,
"3602210571","HIG340000","4",,"NGP",,"ADC",,,,,"Hawaii Master General Permit Petroleum Bulk Stations and Terminals","ST6","01/01/2005","07/03/2018","Department of Health - Clean Water Branch","07/13/2018","07/12/2023","06/25/2023",,,"Y",,,"N",,
"3602489290","MIS410000","3",,"NGP",,"ADC",,,,,"GP-Ind SW CY4 Regular","ST6","09/25/2008","08/03/2018","Michigan Department of Environment, Great Lakes, and Energy","04/01/2019","03/31/2024","03/31/2024",,,"Y",,,"N",,
"3601128283","CTGRS0000","1",,"NGP",,"ADC",,,,,"GROUNDWATER REMEDIATION WASTEWATER DIRECTLY TO SURFACE WATER","ST6","03/15/2016","03/15/2016","CT DEEP","03/30/2016","03/29/2018","02/28/2023",,,"Y",,,"N",,
"3604354633","05R10F000","0",,"NGP",,"EFF",,,,,,"EP6","04/08/2025","04/08/2025",,"04/08/2025","02/16/2027",,,,"Y",,,"N",,
"2400169066","KYR000000","1",,"NGP",,"ADC",,,,,,"ST6","01/19/2006","01/19/2006",,"01/19/2006","09/30/2007","05/31/2013",,,"Y",,,"N",,
"3601089521","ILG640000","0",,"NGP",,"ADC",,,,"GEN USE/SEC CONTACT WATERS OF STATE","Public Water Supply","ST6","08/14/2006","06/16/2017",,"07/01/2017","05/31/2022",,,,"Y",,,"N",,
"2400169052","KYG040000","0",,"NGP","N","TRM",,,,,,"ST6","07/01/2009","07/01/2009",,"08/01/2009","07/31/2014",,"07/31/2014","Y","Y",,,"N",,
"3602060198","KYR100000","3",,"NGP","N","ADC",,,,,"GP for Stormwater Associated w Construction","ST6","07/01/2009","12/01/2019",,"12/01/2019","11/30/2024","01/02/2025",,"Y","Y",,,"N",,
"2400169256","KYR300000","0",,"NGP","N","TRM",,,,,,"ST6","01/19/2006","01/19/2006",,"01/19/2006","09/30/2007",,"04/01/2014","Y","Y",,,"N",,
"1200032169","COG583000","0",,"NGP",,"TRM",,,,,"GEN PERMIT-DOMESTIC TREATMENT","ST6","03/16/1994","03/16/1994",,"05/01/1994","04/30/1999",,"09/30/2009","Y","Y",,,"N",,
"3603621884","MNG640000","0",,"NGP",,"EFF",,,,,"WTP Surface Water Discharge General Permit","ST6","07/31/2007","07/01/2023",,"07/01/2023","06/30/2028",,,,"Y",,,"N",,
"2400044052","FLG910000","1",,"NGP",,"EFF",,,,,,"ST6","02/14/2000","02/14/2000",,"02/14/2000","12/25/2015","02/13/2000",,,"Y",,,"N",,
"3604363247","MIG960000","0",,"NGP",,"EFF",,,,,"GP-Biosolids","ST6","08/26/2014","09/25/2024","Michigan Department of Environment, Great Lakes, and Energy","04/01/2025","03/31/2030",,,,"Y",,,"N",,
"3600151914","SCG360000","0",,"NGP",,"ADC",,,,,"HYDROELECTRIC GENERATING FACILITIES","ST6","05/15/2015","05/15/2015","South Carolina Department of Environmental Services","07/01/2015","06/30/2020",,,,"Y",,,"N",,
"3400087259","LAR200000","2",,"NGP",,"ADC",,,,,"Small Construction Activities","ST6","02/07/2008","10/30/2012",,"03/01/2013","02/28/2018","03/19/2018",,,"Y",,,"N",,
"1800069472","COR060000","0",,"NGP",,"ADC",,,,,"MASTER GENERAL - RECYCLING","ST6","12/01/2006","12/01/2006",,"01/01/2007","12/31/2011",,,,"Y",,,"N",,
"3603708984","KYG400000","0",,"NGP",,"EFF",,,,,"RESIDENCE GENERAL PERMIT","ST6","11/30/2007","08/26/2023","KY DEP","09/01/2023","08/31/2028",,,,"Y",,,"N",,
"3603291334","ARR150000","0","NON-POTW","NGP",,"EFF",,,,"WATERS OF THE STATE OF ARKANSAS","Operator of Facilities with Stormwater Discharges Associated with Construction Activity","ST6","09/30/2003","05/04/2021",,"11/01/2021","10/31/2026",,,,"Y",,,"N",,
"3600774697","PAC000000","1",,"NGP",,"ADC",,,,,"Stormwater Discharges Associated With Construction Activities","ST6","12/08/2012","12/08/2012","PA DEP","12/08/2012","12/07/2017","12/07/2017",,,"Y",,,"N",,
"3600773361","SDG860000","2",,"NGP",,"ADC",,,,,"Water Treatment and Distribution Master General","ST6","03/01/2010","09/28/2016","SDDENR","10/01/2016","09/30/2021","10/31/2022",,,"Y",,,"N",,
"20015424","IDR05000I","1",,"NGP",,"ADC",,,,,,"EP6","09/29/1995","09/14/2000",,"10/30/2000","10/30/2005","02/25/2009",,"Y","Y",,,"N",,
"3603965904","TXG310000","0",,"NGP",,"EFF",,,,,,"ST6","01/17/2024","01/17/2024",,"01/17/2024","01/16/2029",,,,"Y",,,"N",,
"3400080806","OKG750000","3",,"NGP",,"ADC",,,,,,"ST6","01/02/2003","11/20/2012","ODEQ","01/02/2013","01/01/2018","01/01/2018",,,"Y",,,"N",,
"3603654540","OKG750000","0",,"NGP",,"EFF",,,,,"Vehicle Wash","ST6","01/02/2003","03/24/2023","ODEQ","04/01/2023","03/31/2028",,,,"Y",,,"N",,
"3601166594","NCA400000","0",,"NGP",,"ADC",,,,,"Wet Poultry NPDES","ST6","07/01/2007","07/01/2017",,"07/01/2017","06/30/2022",,,,"Y",,,"N",,
"3400057020","NVG201000","0",,"NGP",,"ADC",,,,,"DeMinimus Permit","ST6","02/11/2011","02/11/2011","Nevada Division of Environmental Protection","02/11/2011","02/10/2016",,,,"Y",,,"N",,
"20051372","RIR200000","0",,"NGP",,"TRM",,,,,,"ST6","03/19/1998","03/19/1998",,"03/19/1998","03/18/2003",,"12/31/2006","Y","Y",,,"N",,
"3400236221","HIG830000","3",,"NGP",,"ADC",,,,,"Hawaii Master General Permit Underground Storage Tanks","ST6","01/01/2005","12/06/2013","Department of Health - Clean Water Branch","12/06/2013","12/05/2017","07/17/2018",,,"Y",,,"N",,
"3400132671","MTG651000","0",,"NGP",,"TRM",,,,,"Montana Biosolids Permit (Tribal)","EP6","10/20/2007","05/15/2013",,"05/15/2013","05/12/2018",,"01/15/2015",,"Y",,,"N",,
"1200052671","TNG670000","1",,"NGP",,"ADC",,,,,"Hydrostatic testing","ST6","09/26/2000","09/26/2000",,"10/01/2000","09/30/2005","05/04/2016",,"Y","Y",,,"N",,
"800036380","ILG670000","1",,"NGP",,"ADC",,,,"GENERAL USE SURFACE WATER OF THE ST","HYDROSTATIC TESTING","ST6","12/16/2002","12/16/2002",,"01/01/2003","12/31/2007","04/30/2018",,"Y","Y",,,"N",,
"3400169805","COG603000","2",,"NGP",,"ADC",,,,,"General Permit - Subterranean Dwtrng","ST6","09/25/2007","08/22/2013",,"10/01/2013","09/30/2018","05/31/2022",,,"Y",,,"N",,
"3603285883","MOG220000","0",,"NGP",,"EFF",,,,,"Meat and Poultry Processors","ST6","07/01/2022","07/01/2022",,"07/01/2022","06/30/2027",,,,"Y",,,"N",,
"3602485953","NVR050000","0",,"NGP",,"ADC",,,,,"NV STORMWATER MULTI-SECTOR","ST6","04/16/2003","06/10/2019","Nevada Division of Environmental Protection","06/10/2019","06/09/2024",,,,"Y",,,"N",,
"3602779476","COG590000","0",,"NGP",,"EFF",,,,,"GEN PERMIT-DOMESTIC CHRONIC LOW FLOW","ST6","02/26/2021","02/26/2021",,"04/01/2021","03/31/2026",,,,"Y",,,"N",,
"3400236228","HIR030000","3",,"NGP",,"ADC",,,,,"Hawaii Master General Permit Stormwater from Small MS4s","ST6","01/01/2005","12/06/2013","Department of Health - Clean Water Branch","12/06/2013","12/05/2016","01/14/2022",,,"Y",,,"N",,
"3600125762","MAG250000","3",,"NGP",,"ADC",,"1",,,"HYDRO MASTER GENERAL PERMIT","EP6","04/28/1994","10/03/2014",,"11/04/2014","10/31/2019","04/30/2024",,,"Y",,,"N",,
"3603978438","MAG250000","0",,"NGP",,"EFF",,"1",,,"HYDRO MASTER GENERAL PERMIT","EP6","04/28/1994","04/18/2024",,"05/01/2024","03/31/2029",,,,"Y",,,"N",,
"2400169062","KYG840000","1",,"NGP",,"ADC",,,,,,"ST6","06/22/2007","06/22/2007",,"07/01/2007","06/30/2012","01/31/2015",,,"Y",,,"N",,
"3602997234","DCR100000","0",,"NGP",,"EFF",,,,,"Construction General Permit(CGP)","EP6","06/30/2008","02/17/2022",,"02/17/2022","02/16/2027",,,,"Y",,,"N",,
"3400237051","HIG000000","3",,"NGP",,"ADC",,,,,"Hawaii Master General Permit Standard","ST6","01/01/2005","12/06/2013","Department of Health - Clean Water Branch","12/06/2013","12/05/2018","02/08/2019",,,"Y",,,"N",,
"3600245552","MOR22B000","2",,"NGP",,"ADC",,,,,"Wood Preserving/Treating","ST6","02/11/2010","08/28/2015","MODNR-Water Protection Program","09/01/2015","08/31/2020","08/31/2020",,,"Y",,,"N",,
"3601270142","CTGSE0000","0",,"NGP",,"TRM",,,,,"No Exposure","ST6","10/01/2016","10/01/2016","CT DEEP","10/01/2016","09/30/2019",,"09/30/2019",,"Y",,,"N",,
"3600069357","AKG315100","0",,"NGP",,"TRM",,,,,"MOBILE OIL & GAS EXPLORATION IN COOK INLET","ST6","02/06/2015","02/06/2015","ADEC","03/09/2015","03/08/2020",,"12/31/2021",,"Y",,,"N",,
"3603030042","INRA00000","0",,"NGP",,"EFF",,,,,"IDEM","ST6","12/18/2021","12/18/2021","Indiana Department of Environmental Management","12/18/2021","12/17/2026",,,,"Y",,,"N",,
"3602489291","MIS510000","3",,"NGP",,"ADC",,,,,"GP-Ind SW CY5 Regular","ST6","07/23/2009","08/29/2019","Michigan Department of Environment, Great Lakes, and Energy","04/01/2020","03/31/2025","03/31/2025",,,"Y",,,"N",,
"3600989117","MSG130000","2",,"NGP",,"ADC",,,,,"Hydrostatic Test General Permit (HTGP)","ST6","09/06/2011","03/21/2017","MDEQ","03/21/2017","02/28/2022","06/06/2022",,,"Y",,,"N",,
"1800019168","LAG570000","2",,"NGP",,"ADC",,,,,"Class IV Sanitary","ST6","03/11/2004","04/23/2009",,"05/01/2009","04/30/2014","06/10/2014",,,"Y",,,"N",,
"3603203599","CTR040000","0",,"NGP",,"ADC",,,,,"DOT MS4 GP","ST6","05/24/2018","05/24/2018","CT DEEP","07/01/2019","06/30/2024",,,,"Y",,,"N",,
"3601721609","NJ0102709","2",,"NGP",,"ADC",,,,,"General Permit GW Petro Prod Cleanup","ST6","07/26/2016","12/26/2018",,"01/01/2019","12/31/2023","12/31/2023",,,"Y",,,"N",,
"3600678655","ALR100000","3",,"NGP",,"ADC",,,,,,"ST6","12/25/2005","03/29/2016",,"04/01/2016","03/31/2021","03/31/2021",,,"Y",,,"N",,
"3601523831","LAG540000","2",,"NGP",,"ADC",,,,,"Class II Sanitary","ST6","06/05/2008","06/19/2013",,"07/01/2013","06/30/2018","07/31/2018",,,"Y",,,"N",,
"3604079305","GAR100001","0",,"NGP",,"EFF",,,,,"SWC GAR100001","ST6","09/23/2013","08/01/2023",,"08/01/2023","07/31/2028",,,,"Y",,,"N",,
"3602426665","MAR050000","0",,"NGP",,"EFF",,,,,"Multi-Sector MSG","EP6","10/30/2000","01/15/2021",,"03/01/2021","02/28/2026",,,,"Y",,,"N",,
"3602997219","01R10I000","0",,"NGP",,"EFF",,,,,"Construction General Permit (CGP)","EP6","01/11/2017","02/17/2022","U.S. EPA","02/17/2022","02/16/2027",,,,"Y",,,"N",,
"3400086092","MTG790000","2",,"NGP",,"ADC",,,,,"Petroleum Cleanup","ST6","10/01/1992","12/28/2012","MONTANA DEQ","02/01/2013","01/31/2018","04/30/2020",,,"Y",,,"N",,
"3600151614","MTR05I000","1",,"NGP",,"ADC",,,,,"Multi-Sector MSG","EP6","06/04/2015","06/04/2015",,"06/04/2015","06/03/2020","02/28/2021",,,"Y",,,"N",,
"3200059774","NCG190000","1",,"NGP",,"ADC",,,,,,"ST6","10/01/2009","10/01/2009",,"10/01/2009","09/30/2014","06/01/2015",,,"Y",,,"N",,
"3602754075","NCG190000","5",,"NGP",,"ADC",,,,,"Ship and Boat Building Stormwater Discharge","ST6","10/01/2009","07/01/2021",,"07/01/2021","06/30/2025","06/30/2025",,,"Y",,,"N",,
"3602879652","NMG870000","0",,"NGP",,"EFF",,,,,"Pesticide General Permit","EP6","10/31/2021","10/31/2021",,"10/31/2021","10/30/2026",,,,"Y",,,"N",,
"3000039769","MOG350000","2",,"NGP",,"ADC",,,,,"Petroleum Storage","ST6","06/15/2007","07/11/2012","MODNR-Water Protection Program","07/11/2012","07/10/2017","09/17/2017",,,"Y",,,"N",,
"3400288540","CTGSI0000","1",,"NGP",,"ADC",,,,,,"ST6","10/01/2011","10/01/2011","CT DEEP","10/01/2011","09/30/2016","09/30/2016",,,"Y",,,"N",,
"3602933411","WAG994180","0",,"NGP",,"EFF",,,,,"AP Aquatic Plant and Algae Management GP","ST6","03/17/2021","03/17/2021","Washington State Department of Ecology","04/21/2021","03/21/2026",,,,"Y",,,"N",,
"3601021492","COR10000F","0",,"NGP",,"TRM",,,,,"CO Federal Facilities Construction SW","EP6","07/01/2003","02/16/2012",,"02/16/2012","02/15/2017",,"02/16/2017",,"Y",,,"N",,
"3200078594","NDG589000","1",,"NGP",,"ADC",,,,,"ND MASTER GENERAL PERMIT FOR INDIAN COUNTRY","EP6","09/15/2010","09/15/2010",,"09/15/2010","09/14/2015","12/31/2015",,,"Y",,,"N",,
"2600028804","MOG050000","2",,"NGP",,"ADC",,,,,"Abandoned Mine Lands","ST6","04/12/1991","05/27/2011","MODNR-Water Protection Program","05/27/2011","05/26/2016","06/30/2016",,,"Y",,,"N",,
"3602169745","NDX000000","2",,"NGP",,"ADC",,,,,"Industrial No Exposure","ST6","03/31/2015","03/30/2020","North Dakota Department of Environmental Quality","04/01/2020","03/31/2025","03/31/2025",,,"Y",,,"N",,
"2600058231","COG315000","0",,"NGP",,"TRM",,,,,"Groundwater Remediation","ST6","09/30/2005","08/03/2011",,"10/01/2011","09/30/2016",,"09/01/2022",,"Y",,,"N",,
"3601322405","FLR040000","5",,"NGP",,"ADC",,,,,"Stormwater Discharge from Phase II MS4s","ST6","05/01/2003","01/01/2018",,"01/01/2018","12/31/2022","12/31/2020",,,"Y",,,"N",,
"3602879658","MSG87000E","0",,"NGP",,"EFF",,,,,"Pesticide General Permit","EP6","10/31/2021","10/31/2021",,"10/31/2021","10/30/2026",,,,"Y",,,"N",,
"3200112092","SCG646000","1",,"NGP",,"ADC",,,,,,"ST6","10/06/2010","10/06/2010",,"11/01/2010","10/30/2015","12/31/2015",,,"Y",,,"N",,
"1800093778","MAG640000","2",,"NGP",,"ADC",,,,,"WATER TREATMENT PLANT","EP6","11/15/2000","09/25/2009",,"10/01/2009","09/30/2014","03/31/2017",,,"Y",,,"N",,
"3603712336","MAG640000","0",,"NGP",,"EFF",,,,,"POTABLE WATER TREATMENT MASTER GENERAL PERMIT","EP6","11/15/2000","07/24/2023",,"10/01/2023","09/30/2028",,,,"Y",,,"N",,
"3603641076","NCG110000","4",,"NGP",,"EFF",,,,,"Municipal WWTP > 1MGD, Stormwater Discharge","ST6","06/01/2008","06/01/2023",,"06/01/2023","05/31/2028","02/29/2024",,,"Y",,,"N",,
"2200040083","GAG640000","3",,"NGP",,"ADC",,,,,"WATER TREATMENT PLANT's MASTER GENERAL","ST6","01/12/2001","01/07/2011","GA DNR HQ","01/07/2011","01/06/2016","01/06/2016",,,"Y",,,"N",,
"3600698530","ARG790000","3",,"NGP",,"ADC",,,,,"Groundwater and Surface Water Petroleum Remediation Facilities","ST6","04/10/1990","08/31/2015",,"04/01/2016","03/31/2021","03/31/2021",,,"Y",,,"N",,
"3600778137","OKR040000","1",,"NGP",,"ADC",,,,,"Phase II MS4","ST6","10/01/2015","10/01/2015","ODEQ","11/01/2015","10/31/2020","05/31/2021",,,"Y",,,"N",,
"3400254254","AKG002000","1",,"NGP",,"ADC",,,,,"EXCAVATION DEWATERING GENERAL PERMIT","ST6","06/30/2014","06/30/2014","ADEC","08/01/2014","07/31/2019","09/30/2019",,,"Y",,,"N",,
"2400181262","MNG550000","0",,"NGP",,"TRM",,,,,,"ST6","05/17/2007","05/17/2007",,"05/17/2007","04/30/2012",,"04/30/2012",,"Y",,,"N",,
"1400018842","MDG910000","1",,"NGP",,"ADC",,,,,"Non-Construction","ST6","07/01/2005","07/01/2005","Maryland Department of the Environment","07/01/2005","06/30/2010","12/31/2014",,,"Y",,,"N",,
"3601973786","SDR100000","3",,"NGP",,"ADC",,,,,"Stormwater - Construction","ST6","06/26/2002","04/01/2018","SDDANR","04/01/2018","03/31/2023","10/31/2023",,,"Y",,,"N",,
"1200016357","CAG834001","1",,"NGP",,"ADC",,,,,"TREATED GNRDWTR PETROL FUEL POLLU","ST6","04/05/2007","04/05/2007",,"06/05/2007","04/05/2012","04/06/2013",,"Y","Y",,,"N",,
"3601624826","NCG090000","4",,"NGP",,"ADC",,,,,"Paints, Varnishes, Lacquers Stormwater Discharge","ST6","11/01/2007","11/01/2018",,"11/01/2018","05/31/2021","05/31/2021",,,"Y",,,"N",,
"3602299546","NCG020000","3",,"NGP",,"ADC",,,,,"Mining Activities Stormwater Discharge","ST6","01/01/2010","10/01/2020",,"10/01/2020","05/01/2021","05/05/2021",,,"Y",,,"N",,
"3601163300","ALG110000","3",,"NGP",,"ADC",,,,,,"ST6","09/01/2002","06/08/2017",,"09/01/2017","08/31/2022","08/31/2022",,,"Y",,,"N",,
"3602997228","AKR10I000","0",,"NGP",,"EFF",,,,,"Construction General Permit (CGP)","EP6","01/11/2017","02/17/2022","U.S. EPA","02/17/2022","02/16/2027",,,,"Y",,,"N",,
"3602997265","PRR100000","0",,"NGP",,"EFF",,,,,,"EP6","07/01/2003","02/17/2022",,"02/17/2022","02/16/2027",,,,"Y",,,"N",,
"3200044112","MSR150000","0",,"NGP",,"ADC",,,,,,"ST6","01/03/2008","01/03/2008",,"01/03/2008","12/31/2012",,,,"Y",,,"N",,
"3603336352","WYG720000","0",,"NGP",,"EFF",,,,,"Temporary Discharge - Well Pump Tests","ST6","11/01/2012","09/01/2022",,"09/01/2022","08/31/2027",,,,"Y",,,"N",,
"3601080558","MOR100000","3",,"NGP",,"ADC",,,,,"Land Disturbance by Government Entities","ST6","06/12/1992","06/23/2017",,"06/23/2017","06/22/2022","07/04/2022",,,"Y",,,"N",,
"3603629904","AKG375000","0",,"NGP",,"EFF",,,,,"Small Size Suction Dredge Placer Miners","ST6","12/20/1996","06/01/2023","Alaska Department of Environmental Conservation","06/01/2023","12/31/2027",,,,"Y",,,"N",,
"3602426662","IDR05I000","0",,"NGP",,"EFF",,,,,"Multi-Sector MSG","EP6","06/04/2015","01/15/2021",,"03/01/2021","02/28/2026",,,,"Y",,,"N",,
"3600679037","WAG137020","0",,"NGP",,"ADC",,,,,"General Permit Issuance","ST6","04/22/2005","12/16/2015",,"04/01/2016","03/31/2021",,,,"Y",,,"N",,
"3604201167","ING410000","0",,"NGP",,"EFF",,,,,"ONSITE RESIDENTIAL SEWAGE DISCHARGING DISPOSAL SYSTEMS","ST6","12/14/2021","11/12/2024","IDEM","12/01/2024","11/30/2029",,,,"Y",,,"N",,
"3600657549","MIG570000","1",,"NGP",,"EFF",,,,,"GP-Secondary Treatment","ST6","06/16/2015","06/16/2015","State","07/01/2015","04/01/2020","03/31/2020",,,"Y",,,"N",,
"3602774269","VAG52MSTR","0",,"NGP",,"EFF",,,,,"General Virginia Pollutant Discharge Elimination System Permit for Seafood Processing Facilities","ST6","07/24/2011","07/24/2021","VA DEQ","07/24/2021","06/30/2026",,,,"Y",,,"N",,
"3200157984","WV0111457","1",,"NGP",,"ADC",,,,,,"ST6","04/01/2009","04/01/2009",,"05/01/2009","03/31/2014","10/11/2019",,,"Y",,,"N",,
"1200016381","CAG990002","1",,"NGP",,"ADC",,,,,"UTILITY VAULTS (STATEWIDE","ST6","07/19/2006","07/19/2006",,"01/01/2007","07/19/2011","06/30/2015",,"Y","Y",,,"N",,
"3602141060","TXG870000","1",,"NGP",,"ADC",,,,,,"ST6","10/26/2016","10/26/2016",,"11/02/2016","11/01/2021","11/01/2021",,,"Y",,,"N",,
"3601624313","NCG030000","4",,"NGP",,"ADC",,,,,"Metal Fabrication Stormwater Discharge","ST6","11/07/2007","11/01/2018",,"11/01/2018","05/31/2021","05/31/2021",,,"Y",,,"N",,
"3400034555","MOG920000","2",,"NGP",,"ADC",,,,,"Feedstock Composting","ST6","11/15/2002","11/30/2012","MODNR-Water Protection Program","11/30/2012","11/29/2017","01/24/2018",,,"Y",,,"N",,
"3601152283","MOG823000","2",,"NGP",,"ADC",,,,,"Domestic No Discharge","ST6","04/27/2012","08/25/2017",,"08/25/2017","08/24/2022","08/24/2022",,,"Y",,,"N",,
"3604022843","NJ0070203","0",,"NGP",,"EFF",,,,,"Non-Contact Cooling Water (GP)","ST6","07/26/2016","05/14/2024",,"07/01/2024","06/30/2029",,,,"Y",,,"N",,
"3600805281","ORG872300","1",,"NGP",,"ADC",,,,,"Oregon Discharge Permit for Pesticide Application - 2300","ST6","10/31/2011","10/31/2011","Oregon Dept of Environmental Quality","10/31/2011","09/30/2016","07/17/2022",,,"Y",,,"N",,
"3603751157","KSG110000","0",,"NGP",,"EFF",,,,,"Ready Mix","ST6","10/01/2012","09/22/2022",,"10/01/2022","09/30/2027",,,,"Y",,,"N",,
"800036370","ILG582000","1",,"NGP",,"ADC",,,,"GEN USE/SEC CONTACT WATERS OF STATE","DOMESTIC LAGOONS","ST6","12/11/2002","12/11/2002",,"01/01/2003","12/31/2007","07/31/2013",,"Y","Y",,,"N",,
"3601435209","ILG670000","0",,"NGP",,"ADC",,,,"GENERAL USE SURFACE WATER OF THE ST","HYDROSTATIC TESTING","ST6","12/16/2002","04/23/2018",,"05/01/2018","03/31/2023",,,,"Y",,,"N",,
"3601132358","NCG140000","3",,"NGP",,"ADC",,,,,"Ready Mix Concrete Stormwater/Wastewater Discharge","ST6","07/01/2011","08/01/2017",,"08/01/2017","06/30/2022","06/30/2022",,,"Y",,,"N",,
"1600166166","TXR000000","0",,"NGP",,"ADC",,,,,,"EP6","09/09/1992","09/09/1992",,"09/09/1992","09/09/1997",,,,"Y",,,"N",,
"3600701859","WAG132000","1",,"NGP",,"ADC",,,,,"Tribal Marine Net Pen","EP6","09/09/2015","09/09/2015",,"11/01/2015","10/31/2020","05/19/2022",,,"Y",,,"N",,
"3200027794","MSG150000","0",,"NGP",,"TRM",,,,,,"ST6","12/25/2005","12/25/2005",,"12/25/2005","12/25/2010",,"01/27/2015",,"Y",,,"N",,
"1200016371","CAG917001","1",,"NGP",,"ADC",,,,,"TREATED GROUNDWATER FROM VOC","ST6","06/26/2002","06/26/2002",,"06/26/2002","06/26/2007","09/16/2009",,"Y","Y",,,"N",,
"3600063736","KYG840000","2",,"NGP",,"ADC",,,,,"Mineral Mining and On-Site Processing Activities","ST6","06/22/2007","02/01/2015",,"02/01/2015","01/31/2020","02/29/2020",,,"Y",,,"N",,
"2400044044","FLG040000","0",,"NGP",,"TRM",,,,,"Coal and Metal Mining","ST6","07/27/1990","07/27/1990",,"07/27/1990","12/25/2010",,"12/26/2010",,"Y",,,"N",,
"3600949632","UTR10I000","1",,"NGP",,"ADC",,,,,"Construction General Permit (CGP)","EP6","01/11/2017","01/11/2017","U.S. EPA","02/16/2017","02/15/2022","02/16/2022",,,"Y",,,"N",,
"3601859345","CTCSW0000","1",,"NGP",,"ADC",,,,,"Comprehensive General Permit (Surface)","ST6","12/14/2017","12/14/2017","CT DEEP","03/30/2018","03/29/2023","03/31/2023",,,"Y",,,"N",,
"20028706","MAR040000","0",,"NGP",,"ADC",,,,,,"EP6","05/01/2003","05/01/2003",,"05/01/2003","05/01/2008",,,"Y","Y",,,"N",,
"3604378422","TXG670000","0",,"NGP",,"EFF",,,,,,"ST6","04/01/2010","03/18/2025",,"04/05/2025","04/04/2030",,,,"Y",,,"N",,
"3400000425","WAG437023","1",,"NGP",,"ADC",,,,,"General Permit Issuance","ST6","06/15/2004","06/15/2004",,"07/02/2004","07/01/2009","07/01/2009",,,"Y",,,"N",,
"3200037786","MSR320000","1",,"NGP",,"ADC",,,,,,"ST6","10/01/2007","10/01/2007",,"10/01/2007","09/30/2012","09/06/2012",,,"Y",,,"N",,
"3601922394","AKG380000","2",,"NGP",,"ADC",,,,,"Wastewater Discharges from Drinking Water Treatment Facilities","ST6","05/30/2014","07/01/2019","Alaska Department of Environmental Conservation","08/01/2019","07/31/2024","09/30/2024",,,"Y",,,"N",,
"1600127572","LAG560000","1",,"NGP",,"EXP",,,,,,"ST6","07/11/2003","07/11/2003",,"08/01/2003","07/31/2008","05/31/2009",,,"Y",,,"N",,
"3400264787","WAR046702","4",,"NGP",,"ADC",,,,,"Municipal SW Phase II Eastern WA GP","ST6","01/17/2007","08/01/2012","Washington State Department of Ecology","08/01/2014","07/31/2019","07/31/2019",,,"Y",,,"N",,
"3602078559","ARG750000","4",,"NGP",,"ADC",,,,,"Discharging Car/Truck Wash Facilities","ST6","07/17/1989","02/15/2019",,"12/01/2019","11/30/2024","11/30/2024",,,"Y",,,"N",,
"3600994512","FLG830000","2",,"NGP",,"ADC",,,,,,"ST6","07/17/1989","12/26/2015",,"12/26/2015","12/25/2020","12/25/2020",,,"Y",,,"N",,
"3600668499","ING670000","1",,"NGP",,"ADC",,,,,"HYDROSTATIC TESTING OF COMMERCIAL PIPELINE","ST6","11/01/2015","11/01/2015","IDEM","11/01/2015","10/31/2020","10/31/2020",,,"Y",,,"N",,
"3602997224","06R10I000","0",,"NGP",,"EFF",,,,,"Construction General Permit (CGP)","EP6","01/11/2017","02/17/2022","U.S. EPA","02/17/2022","02/16/2027",,,,"Y",,,"N",,
"3601166598","NCA200000","0",,"NGP",,"ADC",,,,,"Swine NPDES","ST6","07/01/2007","07/01/2017",,"07/01/2017","06/30/2022",,,,"Y",,,"N",,
"3400287881","VAG110000","2",,"NGP",,"ADC",,,,,"Virginia Pollutant Discharge Elimination System General Permit for  Concrete Products Facilities","ST6","10/01/2008","10/01/2013","Virginia","10/01/2013","09/30/2018","12/31/2018",,,"Y",,,"N",,
"3603819804","VAG110000","0",,"NGP",,"EFF",,,,,"General Virginia Pollutant Discharge Elimination System Permit for  Concrete Products Facilities","ST6","10/01/2008","01/01/2024","VA DEQ","01/01/2024","12/31/2028",,,,"Y",,,"N",,
"3604028103","RIG850000","0",,"NGP",,"EFF",,,,,"Master Remediation General Permit","ST6","10/01/2008","07/01/2024",,"07/01/2024","06/30/2029",,,,"Y",,,"N",,
